"NúmeroDoPedido";"CódigoDoCliente";"CódigoDoFuncionário";"DataDoPedido";"DataDeEntrega";"DataDeEnvio";"Via";"Frete";"NomeDoDestinatário";"EndereçoDoDestinatário";"CidadeDeDestino";"RegiãoDeDestino";"CEPdeDestino";"PaísDeDestino"
10770;"HANAR";8;9/12/1997 00:00:00;6/1/1998 00:00:00;17/12/1997 00:00:00;3;R$ 5,32;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brasil"
10771;"ERNSH";9;10/12/1997 00:00:00;7/1/1998 00:00:00;2/1/1998 00:00:00;2;R$ 11,19;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
10772;"LEHMS";3;10/12/1997 00:00:00;7/1/1998 00:00:00;19/12/1997 00:00:00;2;R$ 91,28;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Alemanha"
10773;"ERNSH";1;11/12/1997 00:00:00;8/1/1998 00:00:00;16/12/1997 00:00:00;3;R$ 96,43;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
10774;"FOLKO";4;11/12/1997 00:00:00;25/12/1997 00:00:00;12/12/1997 00:00:00;1;R$ 48,20;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suécia"
10775;"THECR";7;12/12/1997 00:00:00;9/1/1998 00:00:00;26/12/1997 00:00:00;1;R$ 20,25;"The Cracker Box";"55 Grizzly Peak Rd.";"Butte";"MT";"59801";"EUA"
10776;"ERNSH";1;15/12/1997 00:00:00;12/1/1998 00:00:00;18/12/1997 00:00:00;3;R$ 351,53;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
10777;"GOURL";7;15/12/1997 00:00:00;29/12/1997 00:00:00;21/1/1998 00:00:00;2;R$ 3,01;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brasil"
10778;"BERGS";3;16/12/1997 00:00:00;13/1/1998 00:00:00;24/12/1997 00:00:00;1;R$ 6,79;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suécia"
10779;"MORGK";3;16/12/1997 00:00:00;13/1/1998 00:00:00;14/1/1998 00:00:00;2;R$ 58,13;"Morgenstern Gesundkost";"Heerstr. 22";"Leipzig";;"04179";"Alemanha"
10780;"LILAS";2;16/12/1997 00:00:00;30/12/1997 00:00:00;25/12/1997 00:00:00;1;R$ 42,13;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
10781;"WARTH";2;17/12/1997 00:00:00;14/1/1998 00:00:00;19/12/1997 00:00:00;3;R$ 73,16;"Wartian Herkku";"Torikatu 38";"Oulu";;"90110";"Finlândia"
10782;"CACTU";9;17/12/1997 00:00:00;14/1/1998 00:00:00;22/12/1997 00:00:00;3;R$ 1,10;"Cactus Comidas para llevar";"Cerrito 333";"Buenos Aires";;"1010";"Argentina"
10783;"HANAR";4;18/12/1997 00:00:00;15/1/1998 00:00:00;19/12/1997 00:00:00;2;R$ 124,98;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brasil"
10784;"MAGAA";4;18/12/1997 00:00:00;15/1/1998 00:00:00;22/12/1997 00:00:00;3;R$ 70,09;"Magazzini Alimentari Riuniti";"Via Ludovico il Moro 22";"Bergamo";;"24100";"Itália"
10785;"GROSR";1;18/12/1997 00:00:00;15/1/1998 00:00:00;24/12/1997 00:00:00;3;R$ 1,51;"GROSELLA-Restaurante";"5ª Ave. Los Palos Grandes";"Caracas";"DF";"1081";"Venezuela"
10786;"QUEEN";8;19/12/1997 00:00:00;16/1/1998 00:00:00;23/12/1997 00:00:00;1;R$ 110,87;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brasil"
10787;"LAMAI";2;19/12/1997 00:00:00;2/1/1998 00:00:00;26/12/1997 00:00:00;1;R$ 249,93;"La maison d'Asie";"1 rue Alsace-Lorraine";"Toulouse";;"31000";"França"
10788;"QUICK";1;22/12/1997 00:00:00;19/1/1998 00:00:00;19/1/1998 00:00:00;2;R$ 42,70;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Alemanha"
10789;"FOLIG";1;22/12/1997 00:00:00;19/1/1998 00:00:00;31/12/1997 00:00:00;2;R$ 100,60;"Folies gourmandes";"184, chaussée de Tournai";"Lille";;"59000";"França"
10790;"GOURL";6;22/12/1997 00:00:00;19/1/1998 00:00:00;26/12/1997 00:00:00;1;R$ 28,23;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brasil"
10791;"FRANK";6;23/12/1997 00:00:00;20/1/1998 00:00:00;1/1/1998 00:00:00;2;R$ 16,85;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Alemanha"
10792;"WOLZA";1;23/12/1997 00:00:00;20/1/1998 00:00:00;31/12/1997 00:00:00;3;R$ 23,79;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Polônia"
10793;"AROUT";3;24/12/1997 00:00:00;21/1/1998 00:00:00;8/1/1998 00:00:00;3;R$ 4,52;"Around the Horn";"Brook Farm Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Reino Unido"
10794;"QUEDE";6;24/12/1997 00:00:00;21/1/1998 00:00:00;2/1/1998 00:00:00;1;R$ 21,49;"Que Delícia";"Rua da Panificadora, 12";"Rio de Janeiro";"RJ";"02389-673";"Brasil"
10795;"ERNSH";8;24/12/1997 00:00:00;21/1/1998 00:00:00;20/1/1998 00:00:00;2;R$ 126,66;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
10796;"HILAA";3;25/12/1997 00:00:00;22/1/1998 00:00:00;14/1/1998 00:00:00;1;R$ 26,52;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10797;"DRACD";7;25/12/1997 00:00:00;22/1/1998 00:00:00;5/1/1998 00:00:00;2;R$ 33,35;"Drachenblut Delikatessen";"Walserweg 21";"Aachen";;"52066";"Alemanha"
10798;"ISLAT";2;26/12/1997 00:00:00;23/1/1998 00:00:00;5/1/1998 00:00:00;1;R$ 2,33;"Island Trading";"Garden House Crowther Way";"Cowes";"Isle of Wight";"PO31 7PJ";"Reino Unido"
10799;"KOENE";9;26/12/1997 00:00:00;6/2/1998 00:00:00;5/1/1998 00:00:00;3;R$ 30,76;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Alemanha"
10800;"SEVES";1;26/12/1997 00:00:00;23/1/1998 00:00:00;5/1/1998 00:00:00;3;R$ 137,44;"Seven Seas Imports";"90 Wadhurst Rd.";"London";;"OX15 4NB";"Reino Unido"
10801;"BOLID";4;29/12/1997 00:00:00;26/1/1998 00:00:00;31/12/1997 00:00:00;2;R$ 97,09;"Bólido Comidas preparadas";"C/ Araquil, 67";"Madrid";;"28023";"Espanha"
10802;"SIMOB";4;29/12/1997 00:00:00;26/1/1998 00:00:00;2/1/1998 00:00:00;2;R$ 257,26;"Simons bistro";"Vinbæltet 34";"København";;"1734";"Dinamarca"
10803;"WELLI";4;30/12/1997 00:00:00;27/1/1998 00:00:00;6/1/1998 00:00:00;1;R$ 55,23;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brasil"
10804;"SEVES";6;30/12/1997 00:00:00;27/1/1998 00:00:00;7/1/1998 00:00:00;2;R$ 27,33;"Seven Seas Imports";"90 Wadhurst Rd.";"London";;"OX15 4NB";"Reino Unido"
10805;"THEBI";2;30/12/1997 00:00:00;27/1/1998 00:00:00;9/1/1998 00:00:00;3;R$ 237,34;"The Big Cheese";"89 Jefferson Way Suite 2";"Portland";"OR";"97201";"EUA"
10806;"VICTE";3;31/12/1997 00:00:00;28/1/1998 00:00:00;5/1/1998 00:00:00;2;R$ 22,11;"Victuailles en stock";"2, rue du Commerce";"Lyon";;"69004";"França"
10807;"FRANS";4;31/12/1997 00:00:00;28/1/1998 00:00:00;30/1/1998 00:00:00;1;R$ 1,36;"Franchi S.p.A.";"Via Monte Bianco 34";"Torino";;"10100";"Itália"
10808;"OLDWO";2;1/1/1998 00:00:00;29/1/1998 00:00:00;9/1/1998 00:00:00;3;R$ 45,53;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"EUA"
10809;"WELLI";7;1/1/1998 00:00:00;29/1/1998 00:00:00;7/1/1998 00:00:00;1;R$ 4,87;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brasil"
10810;"LAUGB";2;1/1/1998 00:00:00;29/1/1998 00:00:00;7/1/1998 00:00:00;3;R$ 4,33;"Laughing Bacchus Wine Cellars";"2319 Elm St.";"Vancouver";"BC";"V3F 2K1";"Canadá"
10811;"LINOD";8;2/1/1998 00:00:00;30/1/1998 00:00:00;8/1/1998 00:00:00;1;R$ 31,22;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10812;"REGGC";5;2/1/1998 00:00:00;30/1/1998 00:00:00;12/1/1998 00:00:00;1;R$ 59,78;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Itália"
10813;"RICAR";1;5/1/1998 00:00:00;2/2/1998 00:00:00;9/1/1998 00:00:00;1;R$ 47,38;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brasil"
10814;"VICTE";3;5/1/1998 00:00:00;2/2/1998 00:00:00;14/1/1998 00:00:00;3;R$ 130,94;"Victuailles en stock";"2, rue du Commerce";"Lyon";;"69004";"França"
10815;"SAVEA";2;5/1/1998 00:00:00;2/2/1998 00:00:00;14/1/1998 00:00:00;3;R$ 14,62;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
10816;"GREAL";4;6/1/1998 00:00:00;3/2/1998 00:00:00;4/2/1998 00:00:00;2;R$ 719,78;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"EUA"
10817;"KOENE";3;6/1/1998 00:00:00;20/1/1998 00:00:00;13/1/1998 00:00:00;2;R$ 306,07;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Alemanha"
10818;"MAGAA";7;7/1/1998 00:00:00;4/2/1998 00:00:00;12/1/1998 00:00:00;3;R$ 65,48;"Magazzini Alimentari Riuniti";"Via Ludovico il Moro 22";"Bergamo";;"24100";"Itália"
10819;"CACTU";2;7/1/1998 00:00:00;4/2/1998 00:00:00;16/1/1998 00:00:00;3;R$ 19,76;"Cactus Comidas para llevar";"Cerrito 333";"Buenos Aires";;"1010";"Argentina"
10820;"RATTC";3;7/1/1998 00:00:00;4/2/1998 00:00:00;13/1/1998 00:00:00;2;R$ 37,52;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"EUA"
10821;"SPLIR";1;8/1/1998 00:00:00;5/2/1998 00:00:00;15/1/1998 00:00:00;1;R$ 36,68;"Split Rail Beer & Ale";"P.O. Box 555";"Lander";"WY";"82520";"EUA"
10822;"TRAIH";6;8/1/1998 00:00:00;5/2/1998 00:00:00;16/1/1998 00:00:00;3;R$ 7,00;"Trail's Head Gourmet Provisioners";"722 DaVinci Blvd.";"Kirkland";"WA";"98034";"EUA"
10823;"LILAS";5;9/1/1998 00:00:00;6/2/1998 00:00:00;13/1/1998 00:00:00;2;R$ 163,97;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
10824;"FOLKO";8;9/1/1998 00:00:00;6/2/1998 00:00:00;30/1/1998 00:00:00;1;R$ 1,23;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suécia"
10825;"DRACD";1;9/1/1998 00:00:00;6/2/1998 00:00:00;14/1/1998 00:00:00;1;R$ 79,25;"Drachenblut Delikatessen";"Walserweg 21";"Aachen";;"52066";"Alemanha"
10826;"BLONP";6;12/1/1998 00:00:00;9/2/1998 00:00:00;6/2/1998 00:00:00;1;R$ 7,09;"Blondel père et fils";"24, place Kléber";"Strasbourg";;"67000";"França"
10827;"BONAP";1;12/1/1998 00:00:00;26/1/1998 00:00:00;6/2/1998 00:00:00;2;R$ 63,54;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"França"
10828;"RANCH";9;13/1/1998 00:00:00;27/1/1998 00:00:00;4/2/1998 00:00:00;1;R$ 90,85;"Rancho grande";"Av. del Libertador 900";"Buenos Aires";;"1010";"Argentina"
10829;"ISLAT";9;13/1/1998 00:00:00;10/2/1998 00:00:00;23/1/1998 00:00:00;1;R$ 154,72;"Island Trading";"Garden House Crowther Way";"Cowes";"Isle of Wight";"PO31 7PJ";"Reino Unido"
10830;"TRADH";4;13/1/1998 00:00:00;24/2/1998 00:00:00;21/1/1998 00:00:00;2;R$ 81,83;"Tradição Hipermercados";"Av. Inês de Castro, 414";"São Paulo";"SP";"05634-030";"Brasil"
10831;"SANTG";3;14/1/1998 00:00:00;11/2/1998 00:00:00;23/1/1998 00:00:00;2;R$ 72,19;"Santé Gourmet";"Erling Skakkes gate 78";"Stavern";;"4110";"Noruega"
10832;"LAMAI";2;14/1/1998 00:00:00;11/2/1998 00:00:00;19/1/1998 00:00:00;2;R$ 43,26;"La maison d'Asie";"1 rue Alsace-Lorraine";"Toulouse";;"31000";"França"
10833;"OTTIK";6;15/1/1998 00:00:00;12/2/1998 00:00:00;23/1/1998 00:00:00;2;R$ 71,49;"Ottilies Käseladen";"Mehrheimerstr. 369";"Köln";;"50739";"Alemanha"
10834;"TRADH";1;15/1/1998 00:00:00;12/2/1998 00:00:00;19/1/1998 00:00:00;3;R$ 29,78;"Tradição Hipermercados";"Av. Inês de Castro, 414";"São Paulo";"SP";"05634-030";"Brasil"
10835;"ALFKI";1;15/1/1998 00:00:00;12/2/1998 00:00:00;21/1/1998 00:00:00;3;R$ 69,53;"Alfreds Futterkiste";"Obere Str. 57";"Berlin";;"12209";"Alemanha"
10836;"ERNSH";7;16/1/1998 00:00:00;13/2/1998 00:00:00;21/1/1998 00:00:00;1;R$ 411,88;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
10837;"BERGS";9;16/1/1998 00:00:00;13/2/1998 00:00:00;23/1/1998 00:00:00;3;R$ 13,32;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suécia"
10838;"LINOD";3;19/1/1998 00:00:00;16/2/1998 00:00:00;23/1/1998 00:00:00;3;R$ 59,28;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10839;"TRADH";3;19/1/1998 00:00:00;16/2/1998 00:00:00;22/1/1998 00:00:00;3;R$ 35,43;"Tradição Hipermercados";"Av. Inês de Castro, 414";"São Paulo";"SP";"05634-030";"Brasil"
10840;"LINOD";4;19/1/1998 00:00:00;2/3/1998 00:00:00;16/2/1998 00:00:00;2;R$ 2,71;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10841;"SUPRD";5;20/1/1998 00:00:00;17/2/1998 00:00:00;29/1/1998 00:00:00;2;R$ 424,30;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Bélgica"
10842;"TORTU";1;20/1/1998 00:00:00;17/2/1998 00:00:00;29/1/1998 00:00:00;3;R$ 54,42;"Tortuga Restaurante";"Avda. Azteca 123";"México D.F.";;"05033";"México"
10843;"VICTE";4;21/1/1998 00:00:00;18/2/1998 00:00:00;26/1/1998 00:00:00;2;R$ 9,26;"Victuailles en stock";"2, rue du Commerce";"Lyon";;"69004";"França"
10844;"PICCO";8;21/1/1998 00:00:00;18/2/1998 00:00:00;26/1/1998 00:00:00;2;R$ 25,22;"Piccolo und mehr";"Geislweg 14";"Salzburg";;"5020";"Áustria"
10845;"QUICK";8;21/1/1998 00:00:00;4/2/1998 00:00:00;30/1/1998 00:00:00;1;R$ 212,98;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Alemanha"
10846;"SUPRD";2;22/1/1998 00:00:00;5/3/1998 00:00:00;23/1/1998 00:00:00;3;R$ 56,46;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Bélgica"
10847;"SAVEA";4;22/1/1998 00:00:00;5/2/1998 00:00:00;10/2/1998 00:00:00;3;R$ 487,57;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
10848;"CONSH";7;23/1/1998 00:00:00;20/2/1998 00:00:00;29/1/1998 00:00:00;2;R$ 38,24;"Consolidated Holdings";"Berkeley Gardens 12  Brewery ";"London";;"WX1 6LT";"Reino Unido"
10849;"KOENE";9;23/1/1998 00:00:00;20/2/1998 00:00:00;30/1/1998 00:00:00;2;R$ 0,56;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Alemanha"
10850;"VICTE";1;23/1/1998 00:00:00;6/3/1998 00:00:00;30/1/1998 00:00:00;1;R$ 49,19;"Victuailles en stock";"2, rue du Commerce";"Lyon";;"69004";"França"
10851;"RICAR";5;26/1/1998 00:00:00;23/2/1998 00:00:00;2/2/1998 00:00:00;1;R$ 160,55;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brasil"
10852;"RATTC";8;26/1/1998 00:00:00;9/2/1998 00:00:00;30/1/1998 00:00:00;1;R$ 174,05;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"EUA"
10853;"BLAUS";9;27/1/1998 00:00:00;24/2/1998 00:00:00;3/2/1998 00:00:00;2;R$ 53,83;"Blauer See Delikatessen";"Forsterstr. 57";"Mannheim";;"68306";"Alemanha"
10854;"ERNSH";3;27/1/1998 00:00:00;24/2/1998 00:00:00;5/2/1998 00:00:00;2;R$ 100,22;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
10855;"OLDWO";3;27/1/1998 00:00:00;24/2/1998 00:00:00;4/2/1998 00:00:00;1;R$ 170,97;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"EUA"
10856;"ANTON";3;28/1/1998 00:00:00;25/2/1998 00:00:00;10/2/1998 00:00:00;2;R$ 58,43;"Antonio Moreno Taquería";"Mataderos  2312";"México D.F.";;"05023";"México"
10857;"BERGS";8;28/1/1998 00:00:00;25/2/1998 00:00:00;6/2/1998 00:00:00;2;R$ 188,85;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suécia"
10858;"LACOR";2;29/1/1998 00:00:00;26/2/1998 00:00:00;3/2/1998 00:00:00;1;R$ 52,51;"La corne d'abondance";"67, avenue de l'Europe";"Versailles";;"78000";"França"
10859;"FRANK";1;29/1/1998 00:00:00;26/2/1998 00:00:00;2/2/1998 00:00:00;2;R$ 76,10;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Alemanha"
10860;"FRANR";3;29/1/1998 00:00:00;26/2/1998 00:00:00;4/2/1998 00:00:00;3;R$ 19,26;"France restauration";"54, rue Royale";"Nantes";;"44000";"França"
10861;"WHITC";4;30/1/1998 00:00:00;27/2/1998 00:00:00;17/2/1998 00:00:00;2;R$ 14,93;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"EUA"
10862;"LEHMS";8;30/1/1998 00:00:00;13/3/1998 00:00:00;2/2/1998 00:00:00;2;R$ 53,23;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Alemanha"
10863;"HILAA";4;2/2/1998 00:00:00;2/3/1998 00:00:00;17/2/1998 00:00:00;2;R$ 30,26;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10864;"AROUT";4;2/2/1998 00:00:00;2/3/1998 00:00:00;9/2/1998 00:00:00;2;R$ 3,04;"Around the Horn";"Brook Farm Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Reino Unido"
10865;"QUICK";2;2/2/1998 00:00:00;16/2/1998 00:00:00;12/2/1998 00:00:00;1;R$ 348,14;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Alemanha"
10866;"BERGS";5;3/2/1998 00:00:00;3/3/1998 00:00:00;12/2/1998 00:00:00;1;R$ 109,11;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suécia"
10867;"LONEP";6;3/2/1998 00:00:00;17/3/1998 00:00:00;11/2/1998 00:00:00;1;R$ 1,93;"Lonesome Pine Restaurant";"89 Chiaroscuro Rd.";"Portland";"OR";"97219";"EUA"
10868;"QUEEN";7;4/2/1998 00:00:00;4/3/1998 00:00:00;23/2/1998 00:00:00;2;R$ 191,27;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brasil"
10869;"SEVES";5;4/2/1998 00:00:00;4/3/1998 00:00:00;9/2/1998 00:00:00;1;R$ 143,28;"Seven Seas Imports";"90 Wadhurst Rd.";"London";;"OX15 4NB";"Reino Unido"
10870;"WOLZA";5;4/2/1998 00:00:00;4/3/1998 00:00:00;13/2/1998 00:00:00;3;R$ 12,04;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Polônia"
10871;"BONAP";9;5/2/1998 00:00:00;5/3/1998 00:00:00;10/2/1998 00:00:00;2;R$ 112,27;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"França"
10872;"GODOS";5;5/2/1998 00:00:00;5/3/1998 00:00:00;9/2/1998 00:00:00;2;R$ 175,32;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espanha"
10873;"WILMK";4;6/2/1998 00:00:00;6/3/1998 00:00:00;9/2/1998 00:00:00;1;R$ 0,82;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlândia"
10874;"GODOS";5;6/2/1998 00:00:00;6/3/1998 00:00:00;11/2/1998 00:00:00;2;R$ 19,58;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espanha"
10875;"BERGS";4;6/2/1998 00:00:00;6/3/1998 00:00:00;3/3/1998 00:00:00;2;R$ 32,37;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suécia"
10876;"BONAP";7;9/2/1998 00:00:00;9/3/1998 00:00:00;12/2/1998 00:00:00;3;R$ 60,42;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"França"
10877;"RICAR";1;9/2/1998 00:00:00;9/3/1998 00:00:00;19/2/1998 00:00:00;1;R$ 38,06;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brasil"
10878;"QUICK";4;10/2/1998 00:00:00;10/3/1998 00:00:00;12/2/1998 00:00:00;1;R$ 46,69;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Alemanha"
10879;"WILMK";3;10/2/1998 00:00:00;10/3/1998 00:00:00;12/2/1998 00:00:00;3;R$ 8,50;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlândia"
10880;"FOLKO";7;10/2/1998 00:00:00;24/3/1998 00:00:00;18/2/1998 00:00:00;1;R$ 88,01;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suécia"
10881;"CACTU";4;11/2/1998 00:00:00;11/3/1998 00:00:00;18/2/1998 00:00:00;1;R$ 2,84;"Cactus Comidas para llevar";"Cerrito 333";"Buenos Aires";;"1010";"Argentina"
10882;"SAVEA";4;11/2/1998 00:00:00;11/3/1998 00:00:00;20/2/1998 00:00:00;3;R$ 23,10;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
10883;"LONEP";8;12/2/1998 00:00:00;12/3/1998 00:00:00;20/2/1998 00:00:00;3;R$ 0,53;"Lonesome Pine Restaurant";"89 Chiaroscuro Rd.";"Portland";"OR";"97219";"EUA"
10884;"LETSS";4;12/2/1998 00:00:00;12/3/1998 00:00:00;13/2/1998 00:00:00;2;R$ 90,97;"Let's Stop N Shop";"87 Polk St. Suite 5";"San Francisco";"CA";"94117";"EUA"
10885;"SUPRD";6;12/2/1998 00:00:00;12/3/1998 00:00:00;18/2/1998 00:00:00;3;R$ 5,64;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Bélgica"
10886;"HANAR";1;13/2/1998 00:00:00;13/3/1998 00:00:00;2/3/1998 00:00:00;1;R$ 4,99;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brasil"
10887;"GALED";8;13/2/1998 00:00:00;13/3/1998 00:00:00;16/2/1998 00:00:00;3;R$ 1,25;"Galería del gastronómo";"Rambla de Cataluña, 23";"Barcelona";;"8022";"Espanha"
10888;"GODOS";1;16/2/1998 00:00:00;16/3/1998 00:00:00;23/2/1998 00:00:00;2;R$ 51,87;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espanha"
10889;"RATTC";9;16/2/1998 00:00:00;16/3/1998 00:00:00;23/2/1998 00:00:00;3;R$ 280,61;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"EUA"
10890;"DUMON";7;16/2/1998 00:00:00;16/3/1998 00:00:00;18/2/1998 00:00:00;1;R$ 32,76;"Du monde entier";"67, rue des Cinquante Otages";"Nantes";;"44000";"França"
10891;"LEHMS";7;17/2/1998 00:00:00;17/3/1998 00:00:00;19/2/1998 00:00:00;2;R$ 20,37;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Alemanha"
10892;"MAISD";4;17/2/1998 00:00:00;17/3/1998 00:00:00;19/2/1998 00:00:00;2;R$ 120,27;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Bélgica"
10893;"KOENE";9;18/2/1998 00:00:00;18/3/1998 00:00:00;20/2/1998 00:00:00;2;R$ 77,78;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Alemanha"
10894;"SAVEA";1;18/2/1998 00:00:00;18/3/1998 00:00:00;20/2/1998 00:00:00;1;R$ 116,13;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
10895;"ERNSH";3;18/2/1998 00:00:00;18/3/1998 00:00:00;23/2/1998 00:00:00;1;R$ 162,75;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
10896;"MAISD";7;19/2/1998 00:00:00;19/3/1998 00:00:00;27/2/1998 00:00:00;3;R$ 32,45;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Bélgica"
10897;"HUNGO";3;19/2/1998 00:00:00;19/3/1998 00:00:00;25/2/1998 00:00:00;2;R$ 603,54;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlanda"
10898;"OCEAN";4;20/2/1998 00:00:00;20/3/1998 00:00:00;6/3/1998 00:00:00;2;R$ 1,27;"Océano Atlántico Ltda.";"Ing. Gustavo Moncada 8585 Piso 20-A";"Buenos Aires";;"1010";"Argentina"
10899;"LILAS";5;20/2/1998 00:00:00;20/3/1998 00:00:00;26/2/1998 00:00:00;3;R$ 1,21;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
